frame,time_sec,cell_id,x_px,y_px,cell_radius_px,crossed_80pct
673,22.433333,237,287.088,182,7,false
673,22.433333,173,41.364,408,7,false
674,22.466667,285,430.241,58,7,true
674,22.466667,68,449.410,241,7,true
674,22.466667,237,294.449,182,7,false
674,22.466667,173,47.273,408,7,false
675,22.500000,285,436.055,58,7,true
675,22.500000,68,455.831,241,7,true
675,22.500000,237,301.811,182,7,false
675,22.500000,173,53.182,408,7,false
676,22.533333,285,441.869,58,7,true
676,22.533333,68,462.251,241,7,true
676,22.533333,237,309.172,182,7,false
676,22.533333,173,59.092,408,7,false
677,22.566667,285,447.684,58,7,true
677,22.566667,68,468.671,241,7,true
677,22.566667,237,316.533,182,7,false
677,22.566667,173,65.001,408,7,false
678,22.600000,285,453.498,58,7,true
678,22.600000,68,475.091,241,7,true
678,22.600000,237,323.894,182,7,false
678,22.600000,173,70.910,408,7,false
679,22.633333,285,459.312,58,7,true
679,22.633333,68,481.511,241,7,true
679,22.633333,237,331.256,182,7,false
679,22.633333,173,76.819,408,7,false
680,22.666667,285,465.126,58,7,true
680,22.666667,68,487.931,241,7,true
680,22.666667,237,338.617,182,7,false
680,22.666667,173,82.728,408,7,false
681,22.700000,285,470.940,58,7,true
681,22.700000,68,494.352,241,7,true
681,22.700000,237,345.978,182,7,false
681,22.700000,173,88.637,408,7,false
682,22.733333,285,476.754,58,7,true
682,22.733333,237,353.339,182,7,false
682,22.733333,173,94.547,408,7,false
683,22.766667,285,482.568,58,7,true
683,22.766667,237,360.701,182,7,false
683,22.766667,173,100.456,408,7,false
684,22.800000,285,488.382,58,7,true
684,22.800000,237,368.062,182,7,false
684,22.800000,173,106.365,408,7,false
685,22.833333,285,494.196,58,7,true
685,22.833333,237,375.423,182,7,false
685,22.833333,173,112.274,408,7,false
686,22.866667,237,382.784,182,7,false
686,22.866667,173,118.183,408,7,false
687,22.900000,237,390.146,182,7,false
687,22.900000,173,124.092,408,7,false
688,22.933333,237,397.507,182,7,false
688,22.933333,173,130.001,408,7,false
689,22.966667,237,404.868,182,7,true
689,22.966667,173,135.911,408,7,false
690,23.000000,237,412.229,182,7,true
690,23.000000,173,141.820,408,7,false
691,23.033333,237,419.590,182,7,true
691,23.033333,173,147.729,408,7,false
692,23.066667,237,426.952,182,7,true
692,23.066667,173,153.638,408,7,false
693,23.100000,237,434.313,182,7,true
693,23.100000,173,159.547,408,7,false
693,23.100000,243,6.710,333,7,false
694,23.133333,237,441.674,182,7,true
694,23.133333,173,165.456,408,7,false
694,23.133333,243,13.420,333,7,false
695,23.166667,237,449.035,182,7,true
695,23.166667,173,171.366,408,7,false
695,23.166667,243,20.130,333,7,false
696,23.200000,237,456.397,182,7,true
696,23.200000,173,177.275,408,7,false
696,23.200000,243,26.840,333,7,false
697,23.233333,237,463.758,182,7,true
697,23.233333,173,183.184,408,7,false
697,23.233333,243,33.549,333,7,false
698,23.266667,237,471.119,182,7,true
698,23.266667,173,189.093,408,7,false
698,23.266667,243,40.259,333,7,false
699,23.300000,237,478.480,182,7,true
699,23.300000,173,195.002,408,7,false
699,23.300000,243,46.969,333,7,false
700,23.333333,237,485.842,182,7,true
700,23.333333,173,200.911,408,7,false
700,23.333333,243,53.679,333,7,false
700,23.333333,27,5.954,442,7,false
701,23.366667,237,493.203,182,7,true
701,23.366667,173,206.821,408,7,false
701,23.366667,243,60.389,333,7,false
701,23.366667,27,11.907,442,7,false
702,23.400000,173,212.730,408,7,false
702,23.400000,243,67.099,333,7,false
702,23.400000,27,17.861,442,7,false
703,23.433333,173,218.639,408,7,false
703,23.433333,243,73.809,333,7,false
703,23.433333,27,23.814,442,7,false
704,23.466667,173,224.548,408,7,false
704,23.466667,243,80.519,333,7,false
704,23.466667,27,29.768,442,7,false
705,23.500000,173,230.457,408,7,false
705,23.500000,243,87.229,333,7,false
705,23.500000,27,35.721,442,7,false
706,23.533333,173,236.366,408,7,false
706,23.533333,243,93.939,333,7,false
706,23.533333,27,41.675,442,7,false
707,23.566667,173,242.275,408,7,false
707,23.566667,243,100.648,333,7,false
707,23.566667,27,47.628,442,7,false
707,23.566667,13,7.383,219,7,false
707,23.566667,36,6.710,274,7,false
708,23.600000,173,248.185,408,7,false
708,23.600000,243,107.358,333,7,false
708,23.600000,27,53.582,442,7,false
708,23.600000,13,14.765,219,7,false
708,23.600000,36,13.421,274,7,false
708,23.600000,83,7.833,253,7,false
709,23.633333,173,254.094,408,7,false
709,23.633333,243,114.068,333,7,false
709,23.633333,27,59.535,442,7,false
709,23.633333,13,22.148,219,7,false
709,23.633333,36,20.131,274,7,false
709,23.633333,83,15.666,253,7,false
710,23.666667,173,260.003,408,7,false
710,23.666667,243,120.778,333,7,false
710,23.666667,27,65.489,442,7,false
710,23.666667,13,29.530,219,7,false
710,23.666667,36,26.841,274,7,false
710,23.666667,83,23.500,253,7,false
711,23.700000,173,265.912,408,7,false
711,23.700000,243,127.488,333,7,false
711,23.700000,27,71.442,442,7,false
711,23.700000,13,36.913,219,7,false
711,23.700000,36,33.551,274,7,false
711,23.700000,83,31.333,253,7,false
712,23.733333,173,271.821,408,7,false
712,23.733333,243,134.198,333,7,false
712,23.733333,27,77.396,442,7,false
712,23.733333,13,44.296,219,7,false
712,23.733333,36,40.262,274,7,false
712,23.733333,83,39.166,253,7,false
713,23.766667,173,277.730,408,7,false
713,23.766667,243,140.908,333,7,false
713,23.766667,27,83.349,442,7,false
713,23.766667,13,51.678,219,7,false
713,23.766667,36,46.972,274,7,false
713,23.766667,83,46.999,253,7,false
714,23.800000,173,283.640,408,7,false
714,23.800000,243,147.618,333,7,false
714,23.800000,27,89.303,442,7,false
714,23.800000,13,59.061,219,7,false
714,23.800000,36,53.682,274,7,false
714,23.800000,83,54.832,253,7,false
715,23.833333,173,289.549,408,7,false
715,23.833333,243,154.328,333,7,false
715,23.833333,27,95.256,442,7,false
715,23.833333,13,66.443,219,7,false
715,23.833333,36,60.392,274,7,false
715,23.833333,83,62.665,253,7,false
716,23.866667,173,295.458,408,7,false
716,23.866667,243,161.038,333,7,false
716,23.866667,27,101.210,442,7,false
716,23.866667,13,73.826,219,7,false
716,23.866667,36,67.103,274,7,false
716,23.866667,83,70.499,253,7,false
716,23.866667,267,6.104,255,7,false
717,23.900000,173,301.367,408,7,false
717,23.900000,243,167.747,333,7,false
717,23.900000,27,107.163,442,7,false
717,23.900000,13,81.209,219,7,false
717,23.900000,36,73.813,274,7,false
717,23.900000,83,78.332,253,7,false
717,23.900000,267,12.207,255,7,false
718,23.933333,173,307.276,408,7,false
718,23.933333,243,174.457,333,7,false
718,23.933333,27,113.117,442,7,false
718,23.933333,13,88.591,219,7,false
718,23.933333,36,80.523,274,7,false
718,23.933333,83,86.165,253,7,false
718,23.933333,267,18.311,255,7,false
718,23.933333,167,7.618,148,7,false
719,23.966667,173,313.185,408,7,false
719,23.966667,243,181.167,333,7,false
719,23.966667,27,119.070,442,7,false
719,23.966667,13,95.974,219,7,false
719,23.966667,36,87.233,274,7,false
719,23.966667,83,93.998,253,7,false
719,23.966667,267,24.415,255,7,false
719,23.966667,167,15.236,148,7,false
720,24.000000,173,319.094,408,7,false
720,24.000000,243,187.877,333,7,false
720,24.000000,27,125.024,442,7,false
720,24.000000,13,103.356,219,7,false
720,24.000000,36,93.944,274,7,false
720,24.000000,83,101.831,253,7,false
720,24.000000,267,30.518,255,7,false
720,24.000000,167,22.854,148,7,false
721,24.033333,173,325.004,408,7,false
721,24.033333,243,194.587,333,7,false
721,24.033333,27,130.977,442,7,false
721,24.033333,13,110.739,219,7,false
721,24.033333,36,100.654,274,7,false
721,24.033333,83,109.665,253,7,false
721,24.033333,267,36.622,255,7,false
721,24.033333,167,30.472,148,7,false
721,24.033333,161,6.985,150,7,false
722,24.066667,173,330.913,408,7,false
722,24.066667,243,201.297,333,7,false
722,24.066667,27,136.931,442,7,false
722,24.066667,13,118.122,219,7,false
722,24.066667,36,107.364,274,7,false
722,24.066667,83,117.498,253,7,false
722,24.066667,267,42.725,255,7,false
722,24.066667,167,38.089,148,7,false
722,24.066667,161,13.970,150,7,false
723,24.100000,173,336.822,408,7,false
723,24.100000,243,208.007,333,7,false
723,24.100000,27,142.885,442,7,false
723,24.100000,13,125.504,219,7,false
723,24.100000,36,114.074,274,7,false
723,24.100000,83,125.331,253,7,false
723,24.100000,267,48.829,255,7,false
723,24.100000,167,45.707,148,7,false
723,24.100000,161,20.955,150,7,false
724,24.133333,173,342.731,408,7,false
724,24.133333,243,214.717,333,7,false
724,24.133333,27,148.838,442,7,false
724,24.133333,13,132.887,219,7,false
724,24.133333,36,120.785,274,7,false
724,24.133333,83,133.164,253,7,false
724,24.133333,267,54.933,255,7,false
724,24.133333,167,53.325,148,7,false
724,24.133333,161,27.940,150,7,false
725,24.166667,173,348.640,408,7,false
725,24.166667,243,221.427,333,7,false
725,24.166667,27,154.792,442,7,false
725,24.166667,13,140.269,219,7,false
725,24.166667,36,127.495,274,7,false
725,24.166667,83,140.997,253,7,false
725,24.166667,267,61.036,255,7,false
725,24.166667,167,60.943,148,7,false
725,24.166667,161,34.925,150,7,false
726,24.200000,173,354.549,408,7,false
726,24.200000,243,228.136,333,7,false
726,24.200000,27,160.745,442,7,false
726,24.200000,13,147.652,219,7,false
726,24.200000,36,134.205,274,7,false
726,24.200000,83,148.831,253,7,false
726,24.200000,267,67.140,255,7,false
726,24.200000,167,68.561,148,7,false
726,24.200000,161,41.910,150,7,false
727,24.233333,173,360.459,408,7,false
727,24.233333,243,234.846,333,7,false
727,24.233333,27,166.699,442,7,false
727,24.233333,13,155.035,219,7,false
727,24.233333,36,140.915,274,7,false
727,24.233333,83,156.664,253,7,false
727,24.233333,267,73.244,255,7,false
727,24.233333,167,76.179,148,7,false
727,24.233333,161,48.894,150,7,false
728,24.266667,173,366.368,408,7,false
728,24.266667,243,241.556,333,7,false
728,24.266667,27,172.652,442,7,false
728,24.266667,13,162.417,219,7,false
728,24.266667,36,147.626,274,7,false
728,24.266667,83,164.497,253,7,false
728,24.266667,267,79.347,255,7,false
728,24.266667,167,83.797,148,7,false
728,24.266667,161,55.879,150,7,false
729,24.300000,173,372.277,408,7,false
729,24.300000,243,248.266,333,7,false
729,24.300000,27,178.606,442,7,false
729,24.300000,13,169.800,219,7,false
729,24.300000,36,154.336,274,7,false
729,24.300000,83,172.330,253,7,false
729,24.300000,267,85.451,255,7,false
729,24.300000,167,91.415,148,7,false
729,24.300000,161,62.864,150,7,false
730,24.333333,173,378.186,408,7,false
730,24.333333,243,254.976,333,7,false
730,24.333333,27,184.559,442,7,false
730,24.333333,13,177.183,219,7,false
730,24.333333,36,161.046,274,7,false
730,24.333333,83,180.163,253,7,false
730,24.333333,267,91.554,255,7,false
730,24.333333,167,99.033,148,7,false
730,24.333333,161,69.849,150,7,false
730,24.333333,218,6.659,183,7,false
731,24.366667,173,384.095,408,7,false
731,24.366667,243,261.686,333,7,false
731,24.366667,27,190.513,442,7,false
731,24.366667,13,184.565,219,7,false
731,24.366667,36,167.757,274,7,false
731,24.366667,83,187.996,253,7,false
731,24.366667,267,97.658,255,7,false
731,24.366667,167,106.650,148,7,false
731,24.366667,161,76.834,150,7,false
731,24.366667,218,13.318,183,7,false
731,24.366667,278,7.003,168,7,false
732,24.400000,173,390.004,408,7,false
732,24.400000,243,268.396,333,7,false
732,24.400000,27,196.466,442,7,false
732,24.400000,13,191.948,219,7,false
732,24.400000,36,174.467,274,7,false
732,24.400000,83,195.830,253,7,false
732,24.400000,267,103.762,255,7,false
732,24.400000,167,114.268,148,7,false
732,24.400000,161,83.819,150,7,false
732,24.400000,218,19.977,183,7,false
732,24.400000,278,14.006,168,7,false
733,24.433333,173,395.914,408,7,false
733,24.433333,243,275.106,333,7,false
733,24.433333,27,202.420,442,7,false
733,24.433333,13,199.330,219,7,false
733,24.433333,36,181.177,274,7,false
733,24.433333,83,203.663,253,7,false
733,24.433333,267,109.865,255,7,false
733,24.433333,167,121.886,148,7,false
733,24.433333,161,90.804,150,7,false
733,24.433333,218,26.636,183,7,false
733,24.433333,278,21.009,168,7,false
734,24.466667,173,401.823,408,7,true
734,24.466667,243,281.816,333,7,false
734,24.466667,27,208.373,442,7,false
734,24.466667,13,206.713,219,7,false
734,24.466667,36,187.887,274,7,false
734,24.466667,83,211.496,253,7,false
734,24.466667,267,115.969,255,7,false
734,24.466667,167,129.504,148,7,false
734,24.466667,161,97.789,150,7,false
734,24.466667,218,33.295,183,7,false
734,24.466667,278,28.012,168,7,false
735,24.500000,173,407.732,408,7,true
735,24.500000,243,288.526,333,7,false
735,24.500000,27,214.327,442,7,false
735,24.500000,13,214.096,219,7,false
735,24.500000,36,194.598,274,7,false
735,24.500000,83,219.329,253,7,false
735,24.500000,267,122.073,255,7,false
735,24.500000,167,137.122,148,7,false
735,24.500000,161,104.774,150,7,false
735,24.500000,218,39.954,183,7,false
735,24.500000,278,35.015,168,7,false
736,24.533333,173,413.641,408,7,true
736,24.533333,243,295.235,333,7,false
736,24.533333,27,220.280,442,7,false
736,24.533333,13,221.478,219,7,false
736,24.533333,36,201.308,274,7,false
736,24.533333,83,227.162,253,7,false
736,24.533333,267,128.176,255,7,false
736,24.533333,167,144.740,148,7,false
736,24.533333,161,111.759,150,7,false
736,24.533333,218,46.613,183,7,false
736,24.533333,278,42.017,168,7,false
737,24.566667,173,419.550,408,7,true
737,24.566667,243,301.945,333,7,false
737,24.566667,27,226.234,442,7,false
737,24.566667,13,228.861,219,7,false
737,24.566667,36,208.018,274,7,false
737,24.566667,83,234.996,253,7,false
737,24.566667,267,134.280,255,7,false
737,24.566667,167,152.358,148,7,false
737,24.566667,161,118.744,150,7,false
737,24.566667,218,53.272,183,7,false
737,24.566667,278,49.020,168,7,false
738,24.600000,173,425.459,408,7,true
738,24.600000,243,308.655,333,7,false
738,24.600000,27,232.187,442,7,false
738,24.600000,13,236.243,219,7,false
738,24.600000,36,214.728,274,7,false
738,24.600000,83,242.829,253,7,false
738,24.600000,267,140.383,255,7,false
738,24.600000,167,159.976,148,7,false
738,24.600000,161,125.729,150,7,false
738,24.600000,218,59.931,183,7,false
738,24.600000,278,56.023,168,7,false
739,24.633333,173,431.368,408,7,true
739,24.633333,243,315.365,333,7,false
739,24.633333,27,238.141,442,7,false
739,24.633333,13,243.626,219,7,false
739,24.633333,36,221.439,274,7,false
739,24.633333,83,250.662,253,7,false
739,24.633333,267,146.487,255,7,false
739,24.633333,167,167.594,148,7,false
739,24.633333,161,132.714,150,7,false
739,24.633333,218,66.590,183,7,false
739,24.633333,278,63.026,168,7,false
740,24.666667,173,437.278,408,7,true
740,24.666667,243,322.075,333,7,false
740,24.666667,27,244.094,442,7,false
740,24.666667,13,251.009,219,7,false
740,24.666667,36,228.149,274,7,false
740,24.666667,83,258.495,253,7,false
740,24.666667,267,152.591,255,7,false
740,24.666667,167,175.211,148,7,false
740,24.666667,161,139.698,150,7,false
740,24.666667,218,73.249,183,7,false
740,24.666667,278,70.029,168,7,false
741,24.700000,173,443.187,408,7,true
741,24.700000,243,328.785,333,7,false
741,24.700000,27,250.048,442,7,false
741,24.700000,13,258.391,219,7,false
741,24.700000,36,234.859,274,7,false
741,24.700000,83,266.328,253,7,false
741,24.700000,267,158.694,255,7,false
741,24.700000,167,182.829,148,7,false
741,24.700000,161,146.683,150,7,false
741,24.700000,218,79.908,183,7,false
741,24.700000,278,77.032,168,7,false
742,24.733333,173,449.096,408,7,true
742,24.733333,243,335.495,333,7,false
742,24.733333,27,256.001,442,7,false
742,24.733333,13,265.774,219,7,false
742,24.733333,36,241.569,274,7,false
742,24.733333,83,274.161,253,7,false
742,24.733333,267,164.798,255,7,false
742,24.733333,167,190.447,148,7,false
742,24.733333,161,153.668,150,7,false
742,24.733333,218,86.567,183,7,false
742,24.733333,278,84.035,168,7,false
743,24.766667,173,455.005,408,7,true
743,24.766667,243,342.205,333,7,false
743,24.766667,27,261.955,442,7,false
743,24.766667,13,273.156,219,7,false
743,24.766667,36,248.280,274,7,false
743,24.766667,83,281.995,253,7,false
743,24.766667,267,170.902,255,7,false
743,24.766667,167,198.065,148,7,false
743,24.766667,161,160.653,150,7,false
743,24.766667,218,93.226,183,7,false
743,24.766667,278,91.038,168,7,false
743,24.766667,87,6.701,402,7,false
743,24.766667,89,7.248,125,7,false
744,24.800000,173,460.914,408,7,true
744,24.800000,243,348.915,333,7,false
744,24.800000,27,267.908,442,7,false
744,24.800000,13,280.539,219,7,false
744,24.800000,36,254.990,274,7,false
744,24.800000,83,289.828,253,7,false
744,24.800000,267,177.005,255,7,false
744,24.800000,167,205.683,148,7,false
744,24.800000,161,167.638,150,7,false
744,24.800000,218,99.885,183,7,false
744,24.800000,278,98.041,168,7,false
744,24.800000,87,13.402,402,7,false
744,24.800000,89,14.497,125,7,false
745,24.833333,173,466.823,408,7,true
745,24.833333,243,355.625,333,7,false
745,24.833333,27,273.862,442,7,false
745,24.833333,13,287.922,219,7,false
745,24.833333,36,261.700,274,7,false
745,24.833333,83,297.661,253,7,false
745,24.833333,267,183.109,255,7,false
745,24.833333,167,213.301,148,7,false
745,24.833333,161,174.623,150,7,false
745,24.833333,218,106.544,183,7,false
745,24.833333,278,105.044,168,7,false
745,24.833333,87,20.103,402,7,false
745,24.833333,89,21.745,125,7,false
746,24.866667,173,472.733,408,7,true
746,24.866667,243,362.334,333,7,false
746,24.866667,27,279.816,442,7,false
746,24.866667,13,295.304,219,7,false
746,24.866667,36,268.410,274,7,false
746,24.866667,83,305.494,253,7,false
746,24.866667,267,189.212,255,7,false
746,24.866667,167,220.919,148,7,false
746,24.866667,161,181.608,150,7,false
746,24.866667,218,113.203,183,7,false
746,24.866667,278,112.046,168,7,false
746,24.866667,87,26.803,402,7,false
